新聞標題,負面詞彙,強烈情感詞,命令或挑釁語氣,絕對化語言
阿里巴巴出售高鑫零售 高鑫股價急挫,90.0,60.0,0.0,20.0
日媒：川普稱台灣國防支出不夠 李文忠認同籲增軍費,20.0,0.0,0.0,10.0
川普無極限！宣稱墨西哥灣屬於美國 上任將改名美洲灣,60.0,80.0,40.0,50.0
快訊／華信飛廈門AE697班機「突中止起飛」 機場說法曝光,60.0,40.0,20.0,10.0
「網路老婆」稱母需開刀 桃園癡情男急衝銀行險匯3萬,90.0,80.0,0.0,20.0
高雄市籍漁船中國船長下令射殺海盜 判刑26年定讞,60.0,0.0,0.0,20.0
台南市地震規模4.4 最大震度嘉義縣4級,60.0,0.0,0.0,20.0
從姊妹變小媽 賴慧如、賴芊合姐妹鬩牆,60.0,50.0,0.0,20.0
韓國金浦機場附近火警冒濃煙 航班不受影響[影],60.0,40.0,0.0,10.0
國泰金控點亮台北101 跨年光雕 傳遞新年祝福,0.0,20.0,0.0,10.0
彰化市大埔路試辦標線型人行道 7天取締28件違停,40.0,0.0,20.0,10.0
職棒啦啦隊跨年「勁歌熱舞」 粉絲喊：真的太香,0.0,20.0,0.0,10.0
UBA陳丁綺甦醒飆32分  佛光輕取世新,0.0,20.0,0.0,10.0
農曆春節保平安 北市消防籲謹記3大防災細節,10.0,0.0,20.0,0.0
三環幫劉憲治「中彈、斷掌」慘死！槍手疑為自家人 內鬥動機曝光,90.0,80.0,0.0,20.0
李柏叡先發5局好投 木棒聯賽壽山擊敗善化3連勝,0.0,20.0,0.0,10.0
上海團客只去藍營執政縣市觀光？ 學者：中共將持續政治操作,60.0,40.0,0.0,30.0
北約軍委主席包爾：中國不能玩兩手策略,60.0,40.0,20.0,50.0
非洲灰鸚鵡數量銳減至10萬隻 專家指人類飼養恐助長盜獵,90.0,40.0,0.0,20.0
快新聞／逃犯抓到了！綠島人可安心睡覺 毒販越獄藏身處曝光,40.0,20.0,60.0,10.0
CES 2025 三星：透過Home AI提供超越居家領域的使用體驗,0.0,20.0,0.0,60.0
林葉亭父親失蹤11天  尋獲遺體,90.0,40.0,0.0,10.0
80名證人交互詰問完 柯文哲恐才能獲自由,60.0,40.0,0.0,20.0
匈牙利阿德里亞宮「不是皇宮」 揭密昔日海洋帝國夢,0.0,20.0,0.0,10.0
坎城首名跨性別影后得獎作  璀璨女人夢2月上映,0.0,0.0,0.0,20.0
氣墊粉餅夾高純度海洛因走私來台 市價逾2000萬,90.0,40.0,10.0,20.0
以色列證實復談加薩停火 轟炸未見減緩,90.0,60.0,0.0,20.0
新港奉天宮媽祖元宵遶境 全程7天6夜徒步賜福,0.0,20.0,0.0,40.0
離夢想再近一步！ 莊陳仲敖獲邀大聯盟春訓,0.0,40.0,0.0,20.0
守護台南南山公墓 民團貼QRcode反擊,20.0,30.0,0.0,10.0
日本九州才晃 西藏突發生「5.0強震」：深度僅有10公里,60.0,40.0,0.0,20.0
前加州奧克蘭市長盛桃涉受賄遭起訴 出庭不認罪,90.0,0.0,0.0,10.0
88會館洗錢「300萬交保」！鄉民看柯P金額：犯什麼彌天大罪,90.0,80.0,20.0,40.0
中國大兵打烏俄戰爭 怨遭俄軍集體霸凌！嗆聲「我要全殺了同歸於盡」,90.0,80.0,40.0,60.0
快新聞／北北基桃有望加入！北市生生喝牛奶續辦 4月起憑證每週領,0.0,0.0,20.0,10.0
專家指夏寶龍擴大解讀一國兩制 包含國際意義,0.0,0.0,0.0,20.0
福建強化對台工作 陸委會梁文傑：勿因小利被拉攏,60.0,40.0,30.0,20.0
川普就職典禮下半旗 民主黨挨轟陰謀,60.0,80.0,0.0,20.0
24節氣小寒》小寒日期是哪天？禁忌習俗、養生進補一次看,10.0,0.0,20.0,30.0
黃國昌喪父 王浩宇：真的不要去攻擊這個，政治無需衍伸到無辜的家人,60.0,40.0,80.0,20.0
李坤城接獲陳情指罷免連署造假 赴新北檢按鈴提告,60.0,40.0,20.0,10.0
台灣海底電纜遭破壞 數發部：持續提升通訊網路韌性,60.0,0.0,0.0,20.0
玩具投資創2倍以上價值！ 藝人宋依璇坐擁新時代「玩具界貨幣」！,0.0,20.0,0.0,80.0
韓國瑜提預算協商盼柯建銘不要那麼硬  總統緩頰,40.0,20.0,0.0,10.0
新北當街砍人案！新莊52歲男遭西瓜刀砍殺濺血 2惡煞悠哉落跑身影曝,90.0,80.0,0.0,20.0
天氣／今晨最低6.4度！明變天「全台轉雨」 過年急凍恐迎寒流,90.0,60.0,0.0,80.0
下風處擴散差 高屏、馬祖空氣品質橘色提醒,60.0,0.0,0.0,20.0
【台版地面師奇案3】強颱來襲加班大搜索 檢警調親援一招封殺地面師,60.0,40.0,20.0,10.0
川普推出專屬迷因幣 首日市值飆破200億美元,0.0,20.0,0.0,40.0
學測國寫引用52赫茲鯨魚 教師分析：選材將決定高下,40.0,20.0,30.0,50.0
合歡山降雪創入冬最多 追雪族頂低溫排隊衝上山,20.0,40.0,0.0,60.0
柯文哲4人確定羈押！北院退保2.2億元 黃國昌妻還可領萬元利息,90.0,40.0,0.0,20.0
日AV女優「公園裸奔」拍片涉公然猥褻 片商緊急道歉下架,90.0,60.0,0.0,20.0
呂坤修將升任陸軍司令  總統核定晉任陸軍二級上將,0.0,0.0,0.0,20.0
川普對加.墨關稅將上路 是否對石油課稅未說死,20.0,0.0,10.0,30.0
【死囚槍決】強調死刑合憲 賴清德慰問受害者家屬：這麼多年辛苦了,60.0,40.0,0.0,20.0
北市環保局查獲過度包裝禮盒 最高將重罰15萬,60.0,0.0,20.0,10.0
「王星事件」衝擊 中國至泰國機票退訂量大增,60.0,40.0,0.0,20.0
三重損鄰案預防撤離住戶多返家  仍有47人續安置,60.0,0.0,20.0,10.0
Meta取消美事實查核計畫 專家憂為假消息開大門,60.0,40.0,0.0,20.0
《幕府將軍》再次發威稱霸金球獎 《天后與草莓》《馴鹿寶貝》緊追在後,0.0,20.0,0.0,40.0
「報男星性侵醜聞」突昏厥！美女主播遭揣測是受害者 哽咽發聲了,90.0,80.0,0.0,20.0
綠批謝國樑對輝達招商又反四接矛盾  藍稱不衝突,40.0,20.0,0.0,30.0
營養午餐熱量超標、沒專法規範  監察院要教育部檢討,85.0,0.0,20.0,10.0
AI效應...南韓對台、越晶片出口激增 對陸下滑,40.0,20.0,0.0,10.0
搶救死囚黃麟凱！司改會、廢死聯盟指已遞非常上訴狀,60.0,40.0,0.0,20.0
張峻瑋赴日二軍基地報到 行前回饋母校台東卑南國中,0.0,0.0,0.0,10.0
獨家／拖吊豪車眉角多！低底盤得「全載式」拖車避刮傷,20.0,0.0,10.0,30.0
農曆新年迎財運高峰！4生肖把握春節後「開門紅」貴人特旺、收益可觀,0.0,20.0,0.0,40.0
搶拍富士山！河口湖LAWSON出現新景象 遊客輪流大排長龍,0.0,20.0,0.0,10.0
【漫威資深分鏡師番外篇】《藍眼武士》變裝走上復仇路 她因兒時經歷對角色有共鳴,0.0,20.0,0.0,0.0
以色列與哈瑪斯達成停火與人質協議 國際反應一覽,20.0,0.0,0.0,10.0
吳春城捲「壯世代標案」惹議 王定宇嗆黃國昌「雙標王」：對自己人包容,60.0,40.0,20.0,10.0
交通罰鍰用途  擬增科技執法設備、道安改善經費,0.0,0.0,0.0,20.0
TPBL／德芬關鍵上籃壓制末節反攻 特攻送攻城獅4連敗,80.0,40.0,0.0,20.0
北韓發射彈道飛彈 外交部譴責破壞區域穩定,90.0,60.0,0.0,20.0
經部助高齡科技產業專利布局 聚焦運動與食品領域,0.0,0.0,0.0,10.0
DeepSeek被證實盜用OpenAI模型數據！狄驤：各取所需？最大贏家是微軟,60.0,40.0,20.0,30.0
拐騙事件頻傳 泰國旅遊業者籲減中客免簽天數,60.0,0.0,20.0,10.0
投訴控國小教師情緒失控猛踹桌椅  嚇壞一年級學童,90.0,80.0,0.0,20.0
快新聞／過年期間桃園6區罷免不停擺2大原因曝！ 力拚2月3日送交中選會,40.0,20.0,60.0,10.0
總預算攻防批政府無能 黃健庭：刪3點幾趴就哇哇叫,90.0,80.0,40.0,20.0
廖先翔1理由喊刪外交部4億預算！她傻眼「腦子被驢踢」：這不罷免沒天理,90.0,80.0,0.0,20.0
快新聞／封了！美國用戶收通知 TikTok宣布暫停提供服務,60.0,40.0,80.0,20.0
透視新聞／拔傅行動！傅崐萁強推惡法、毀憲亂政 引爆花蓮人怒火發起罷免,90.0,80.0,0.0,60.0
台廠掛美牌洗白拿標案？空軍：履約資格有疑慮未簽約,60.0,40.0,0.0,20.0
傑瑞德巴特勒好大膽！潛入「鑽石交易所」 喬許哈奈特高空遇殺手,60.0,80.0,0.0,20.0
癌症病人離世…大夜班護理師見這幕嚇壞：馬上離職,90.0,80.0,60.0,20.0
藍白狂砍3億預算！監察院直言將完全停擺：報復性提案恐已違憲,90.0,80.0,0.0,60.0
日本物價漲不停！公益團體發放「免費年夜飯」數百人瘋搶,60.0,80.0,0.0,20.0
李威遭捲新興宗教命案 巧撞20年前主演驚悚劇,90.0,80.0,0.0,10.0
賴清德、蕭美琴雙東新春拜廟祈福 總統不忘防詐宣導,20.0,0.0,10.0,0.0
南寮跨年夜煙火連放2小時釀3起火災 警方追查施放者,90.0,60.0,0.0,20.0
金門里長詐取回饋金捐宮廟 一審判7年10月,90.0,0.0,0.0,0.0
快新聞／「金色10元」偽裝50元！ 受害老闆傻眼：想不到真有這種人,90.0,60.0,80.0,20.0
初二回娘家不塞車！高公局估「10大壅塞路段」　疏導措施總整理,20.0,0.0,0.0,40.0
日本專家示警：巨大地震發生可能性確實逐漸升高,60.0,40.0,0.0,30.0
強冷氣團來襲！醫揭「2飲品」真正暖胃：還能提升免疫力,0.0,40.0,0.0,20.0
川普1/20就職 前一天華府體育館辦「勝利集會」,0.0,40.0,0.0,10.0
參選民眾黨中央委員 陳世軒：站出來共同承擔,0.0,20.0,10.0,0.0
新北泰山民宅火警 4人吸入濃煙預防性送醫,60.0,0.0,0.0,0.0
賭博電玩大亨周人蔘離世 板殯辦告別式人生謝幕,90.0,80.0,0.0,20.0
劉寶傑請辭《關鍵時刻》！他揭「背後真相」：政論節目的悲哀,90.0,80.0,0.0,20.0
半導體供應鏈去中化商機 法人看好京鼎2025年營運,0.0,0.0,0.0,20.0
颱風康芮釀花蓮南區農損 7000萬救助金入庫,60.0,20.0,0.0,10.0
北漂妹想嫁有錢人！她曝1招「保證一堆機會」 過來人猛點頭,20.0,40.0,0.0,60.0
超毛！嘉南6.4強震0時17分「詭異2巧合」：1分多鐘晃碎家…2415人死,90.0,80.0,10.0,20.0
過年難過！應屆畢業生「狂投履歷」無果 網勸1點：總比沒收入好,60.0,40.0,20.0,10.0
北所外陪柯過年 陳佩琪喊話黃國昌「好好帶領黨」與蔡壁如0互動,10.0,20.0,0.0,0.0
快新聞／下雪了！合歡山晚間開始降雪 車輛「掛雪鍊」才放行,40.0,20.0,30.0,10.0
蛇年提前接財運？路邊驚見2m大蛇 「緊貼ATM狂竄」畫面曝,0.0,60.0,20.0,40.0
與妻搭巴士剛抵曼谷...74歲柬埔寨反對派前議員遭槍殺,90.0,60.0,0.0,10.0
快訊／宜蘭重大車禍！貨車、電動機車碰撞 騎士送醫不治,90.0,60.0,10.0,20.0
高雄劣警爆約砲吸毒！網見右上角「下體自拍照」掀大小熱議：好噁喔,90.0,80.0,0.0,10.0
用公家信用卡刷8300元買尿布和巧克力！ 她被輿論譴責辭去副首相職務,90.0,60.0,10.0,20.0
南機場夜市臭豆腐老闆因《夜市王》分手！女友證實：想要的不一樣,40.0,20.0,0.0,10.0
Netflix又漲！「4地區」每月最高多付82元 全球訂閱用戶破3億,20.0,0.0,0.0,10.0
懷疑女友在按摩店「做黑的」 醋男竟然持球棒怒砸店家,90.0,80.0,0.0,20.0
兩岸人物／大疆教父 創科技獨角獸,0.0,0.0,0.0,20.0
港4蒙面匪持鐵鎚、尖刀劫珠寶店 金飾被掠,90.0,0.0,0.0,10.0
藍白聯手大砍預算！名醫喊「不算是壞事」：給大家一個覺醒的機會,40.0,60.0,20.0,10.0
《魷魚遊戲2》砸千億韓幣「CP值不如前作」 官方洩第3季上架日,60.0,40.0,0.0,30.0
屏東市大武營市地重劃標售 每坪最高46萬元,0.0,0.0,0.0,20.0
37歲人氣女星「陽台墜亡」！才曬熱舞影片 澳洲家屬淚認死訊,90.0,80.0,0.0,20.0
42歲視后「宣布新身分」！新年拋震撼彈 默認離開舊東家,40.0,60.0,0.0,20.0
台鐵機車出軌更換編組 七堵站自強號晚35分發車,40.0,0.0,0.0,10.0
快新聞／又是中工！查環狀線0403地震錯位責任歸屬 雙北將求償19.27億,90.0,60.0,40.0,20.0
綠島監獄受刑人王天佑脫逃 疑天冷自行翻回監獄被逮捕,40.0,0.0,0.0,20.0
PLG／對老東家富邦轟生涯新高23分 陳范柏彥感謝艾賽亞指導,0.0,20.0,0.0,10.0
「釘孤枝」批綠色威權 總統：任何人都無法干預司法判決,90.0,60.0,0.0,50.0
柯文哲上演民眾黨抱抱秀 吳靜怡：大膽妄為！橘子許芷瑜還敢回來嗎？,90.0,80.0,40.0,20.0
銜接台南安平區及中西區  臨安橋改建主橋通車,0.0,0.0,0.0,10.0
川普重返白宮成免死金牌？美特別檢察官驚曝：沒當選將被定罪,90.0,80.0,20.0,60.0
幕後／大罷免危機升！盧秀燕固守本命區 召集「台中F3」反制策略曝,60.0,40.0,0.0,20.0
點燃煙火！ 川普抵達維吉尼亞 為就職大典預先慶祝,0.0,60.0,0.0,20.0
把握最後陽光！冷氣團發威「3地區」低溫10℃↓ 週末回溫「這天起」再轉涼,60.0,40.0,0.0,20.0
【泰女撈金亂象1】政府擬設限來台阻下海 業者曝泰女崛起憂爆逃逸潮,60.0,50.0,0.0,20.0
澎湖推動品德教育 創意結合戲劇比賽,0.0,20.0,0.0,10.0
日本皇室睽違2年開放民眾賀年 日皇願人民幸福,0.0,20.0,0.0,10.0
火舞表演者遭詐騙赴泰失聯  台泰警方合作營救返台,60.0,0.0,0.0,10.0
除夕夜開廟門   台灣府城隍廟限量發送66元招財錢母,0.0,0.0,0.0,20.0
搶打麻疹疫苗！　疾管署列「2類人」最優先接種,20.0,60.0,40.0,10.0
還沒冷完！過年前恐有「一波超強冷氣團殺到」 專家示警了,90.0,80.0,0.0,60.0
黃麟凱狠殺母女「驚悚手法曝」 昔教誨師曝「他與鄭捷差異」認：難教化,90.0,80.0,0.0,20.0
立委任內涉貪案遭停審 高虹安盼儘快還清白[影],60.0,40.0,0.0,20.0
26kg毛孩進百貨！「不落地」政策 飼主：手抱吃力,60.0,40.0,0.0,20.0
用這張NVIDIA旗艦顯示卡2年二手價還是原價 作家：選邊站記得選對邊,0.0,20.0,40.0,10.0
預言2025「這月份」有大事發生！命理師警告：世紀級災難,90.0,80.0,10.0,60.0
徐巧芯臉書與林秉文筆戰  苦苓提醒「她」這點,40.0,20.0,30.0,10.0
蛇年到！聯合國秘書長及多國元首向大陸拜年祝福,0.0,20.0,0.0,10.0
快新聞／媽祖有保佑！走春買整本刮刮樂回家爽中獎 第3個2000萬頭獎在桃園,0.0,60.0,20.0,40.0
日本排球SV聯賽 陳建禎.張育陞強力扣殺登「嗨賴」,0.0,20.0,10.0,0.0
起飛沒多久 越捷航空機艙冒煙 乘客哭喊：返航,90.0,80.0,0.0,10.0
豐濱新特產 水牛肉乾、蝦餅上市,0.0,0.0,0.0,10.0
以色列總理：尋獲2014年加薩戰爭陣亡軍人遺骸,20.0,0.0,0.0,10.0
藝術轉戰設計 李珮慈操刀一虎一虎專輯首闖葛萊美,0.0,20.0,0.0,10.0
歐盟執委下週整團連訪烏克蘭印度 擴大安全合作連結,0.0,0.0,0.0,20.0
野生大谷翔平！ LA某高中裡練投驚艷球迷,0.0,60.0,0.0,10.0
芎林金鐵皮工廠火警 出動救災機器人深入撲滅,60.0,0.0,20.0,10.0
泰國龍眼乾藏近6公斤大麻 刑事局逮5越南移工,60.0,0.0,0.0,20.0
MLB／水原一平哭窮遭MLB前球員打臉 父寫親筆信求情：他是善良的孩子,60.0,40.0,0.0,10.0
川普就職演說向DEI說掰掰、美墨邊境派兵 美國火速退出巴黎氣候協定,90.0,60.0,0.0,40.0
我的年度關鍵字／早餐店阿姨在Threads的第二人生 隨手街拍獲8千粉絲「我不只是這樣」,0.0,20.0,0.0,10.0
天后陳美鳳玩開了！大膽「低胸彎腰」幫龍天翔呼呼,0.0,60.0,20.0,10.0
全國首AI英語學習診斷平台 6月底前可免費體驗,0.0,0.0,20.0,10.0
籃球／⼩學體總啟動關懷偏鄉巡迴列⾞ 中華男籃主帥圖奇寒冬送暖,0.0,60.0,0.0,10.0
基隆外海海底電纜遭勾斷「中國從中作祟？」　國台辦喊冤,90.0,80.0,0.0,20.0
12強球員結婚！甜喊：「我有老婆了」 罕見放閃愛妻,0.0,60.0,0.0,20.0
快訊／柯文哲遭羈押！黃珊珊9字發聲了,60.0,40.0,80.0,0.0
大谷學長在達比修有家「喝掛躺地」 網笑：20億肥約太爽,0.0,80.0,0.0,10.0
桌球／16歲台灣「神童」郭冠宏4強止步 下週排名大躍進衝百名內,20.0,0.0,0.0,40.0
翻拍香港真實案件！ 《爸爸》劉青雲演繹人倫悲劇、《誤判》解密包裹冤案,60.0,40.0,0.0,20.0
五股深夜酒後鬧事 11人口角糾紛爆拉扯衝突,90.0,80.0,0.0,20.0
快新聞／黃珊珊假借「力奇曼」公司捐款柯文哲？ 四叉貓指：再發文要小草幫忙補20萬,60.0,40.0,30.0,10.0
日本新年火警頻傳 福島佛寺遭燒毀 大阪民宅大火部分JR停駛,90.0,60.0,0.0,20.0
印尼盼透過金磚緩解全球政經對抗 社論評如「玩火」,90.0,80.0,0.0,20.0
民眾黨入黨潮飆近1萬2！「111釘孤支」開放現場入黨？吳怡萱親解答,0.0,20.0,10.0,40.0
彰化縣幸福餐券調高至70元  5超商加碼可兌換80元餐點,0.0,0.0,0.0,20.0
澎湖紅羅垃圾掩埋場又火警 消防局全力搶救中,90.0,60.0,0.0,20.0
中午不平靜！目睹愛兒「開窗9層樓墜下」 台中母嚇壞結局曝,90.0,80.0,0.0,20.0
快訊／柯案第三次羈押庭 北院：押不押今晚10點40分會有結果,20.0,0.0,60.0,0.0
忙翻！黃仁勳趕場輝達尾牙 親揭明日行程「還想去夜市」,0.0,20.0,0.0,10.0
清潔隊用具買中國貨挨批 中市府坦承文書作業疏失,60.0,0.0,0.0,10.0
賴總統接見韓國瑜 國民黨：應把融洽氣氛延伸到立院,0.0,0.0,20.0,10.0
日本通膨再加速麵包、飲品都上漲 專家：不見得是壞事,60.0,0.0,0.0,20.0
南韓法院逮捕令時效至1/6 尹錫悅聲明稱必奮鬥到底,40.0,60.0,0.0,20.0
台中男子租屋處連開10多槍落網 友人涉藏匿也送辦,90.0,60.0,0.0,20.0
幕後／表決輸、柯建銘被酸「該休息了」 民進黨團無力感蔓延,90.0,60.0,20.0,10.0
富邦投信砸逾18億現金併日盛投信 金管會准了,60.0,0.0,0.0,20.0
重申捐錢沒拿到收據 史書華：打陳智菡講的電話也查不到,60.0,0.0,0.0,10.0
川普撤銷電動車補助、開採石油 台股開盤小幅震盪,60.0,40.0,0.0,20.0
以國安全內閣 批准以哈停火協議,0.0,0.0,0.0,20.0
新聞360》民眾黨仇恨動員小草狂出征！學者「戳破盲點」預言這結局,60.0,80.0,0.0,20.0
高雄里長被控私吞公款 二審僅認偽造文書輕判3月,90.0,0.0,0.0,10.0
中職／悍將回簽4人不見蔣智賢 另補賴鴻誠、魏全、李吳永勤,40.0,0.0,0.0,10.0
東京山手線設備異常停擺2.5小時 影響5.6萬人,60.0,0.0,0.0,20.0
友達集團 Smart Cockpit 2025馳騁拉斯維加斯 掀起智慧移動旋風,0.0,60.0,0.0,20.0
"64歲女車手取款被逮 怨被害人""妳不付錢 我就不來""",90.0,60.0,80.0,20.0
川普上任／要台積電繳保護費？股價會跌？專家：不會對半導體下手,40.0,20.0,0.0,10.0
2025年開盤 台股早盤下跌逾70點摜破23000點,90.0,60.0,0.0,50.0
民眾黨司法節聲援柯文哲 朱立倫：反對綠色威權,60.0,80.0,0.0,40.0
突然身體不適！小黃司機先撞6車 再撞文官學院大門才停止,90.0,80.0,0.0,20.0
台灣遊客注意！8日起入境英國或轉機者 須先花410元申請ETA,20.0,0.0,10.0,0.0
台大雲林分院升格準醫學中心 劉建國：未來爭取醫學中心,0.0,0.0,0.0,20.0
菲中召開「南海磋商會議」 同意爭議之際仍可合作,10.0,0.0,0.0,20.0
工作終結者...翻譯員3年內被AI取代？ 專家這麼說,60.0,40.0,0.0,50.0
2024年中國保交樓338萬戶 碧桂園占比逾10%,40.0,0.0,0.0,60.0
Appier 2025智慧行銷領袖高峰論壇 AI創新助力企業打造長效競爭力,0.0,0.0,0.0,20.0
黃麟凱火化日期曝光！胞姊板殯辦後事 這天樹葬不辦告別式,90.0,60.0,0.0,20.0
快新聞／江和樹批蔡壁如參選黨主席 朱蕙蓉怒嗆：民眾黨是共產黨嗎？,60.0,80.0,40.0,20.0
